image_name,frame_idx,person_idx,label,detection_conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w,bbox_h,bbox_cx,bbox_cy,aspect_ratio,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
person_6_0.jpg,6,0,patient,0.898611,15.43991,380.66,3840,2128.7476,3824.56,1748.0875,1927.72,1254.7037,2.1878538,2062.8853,804.64667,0.9862151,2158.9666,732.26666,0.9646871,1926.5903,726.7742,0.9761877,2271.2754,876.50995,0.68886334,1682.2086,871.9221,0.8327255,2590.3994,1411.446,0.96115327,1295.2224,1374.3566,0.96869993,3174.1624,1517.9365,0.82296145,598.19354,1430.2974,0.853471,3625.9583,1339.4412,0.8047862,234.79922,1220.4775,0.8357868,2379.8892,2160,0.3552639,1553.7734,2160,0.37395477,2600.3228,1758.6895,0.041060477,1237.5885,1580.3993,0.04093632,2850.1938,1846.3965,0.011062384,1506.0067,1495.9762,0.010869205
person_7_0.jpg,7,0,patient,0.53494906,6.0145564,394.96442,3820.2634,2146.0867,3814.2488,1751.1223,1913.139,1270.5255,2.1781738,2036.5334,863.3451,0.97210914,2157.4766,791.1338,0.94924664,1909.1678,768.5451,0.94966394,2319.3557,942.6738,0.66143644,1677.7672,901.88275,0.64907366,2633.4736,1402.6024,0.9126103,1396.7349,1407.6722,0.9366638,3301.3389,1694.6072,0.68888164,688.14685,1681.592,0.77711904,3510.9243,1800.4487,0.65656817,131.9038,1502.2612,0.73661005,2417.3855,2160,0.33340135,1597.8303,2154.696,0.3713042,2412.522,1734.2733,0.052824914,1019.03015,1688.9629,0.06270337,2092.2546,1807.3921,0.018072844,775.12537,1721.6903,0.020306885
person_8_0.jpg,8,0,patient,0.8602884,0,501.3171,3840,2160,3840,1658.6829,1920,1330.6586,2.31509,1929.6581,960.335,0.98448765,2051.6633,886.77185,0.966297,1791.1265,883.3409,0.9737307,2223.608,1035.8068,0.75651646,1587.366,1028.0385,0.8106622,2516.9795,1593.3823,0.95219374,1239.6858,1482.3129,0.9675287,3052.95,1779.4055,0.74370235,404.3693,1470.0184,0.82211363,3575.783,1836.9558,0.68783915,0,1499.2039,0.76885104,2265.3152,2160,0.3618088,1484.5502,2160,0.40797788,2394.9436,1985.0198,0.055448383,1259.5055,1798.6019,0.061759263,2602.7964,2036.037,0.020955235,1614.0151,1733.177,0.022613883
person_8_1.jpg,8,1,caregiver,0.52868944,1164.0857,793.7617,1636.9716,1336.364,472.88586,542.6023,1400.5286,1065.0629,0.8715147,1478.1368,1149.4951,0.8610505,1545.6241,1069.8317,0.83785427,1385.8624,1072.0902,0.88656,1634.9216,1115.009,0.47045648,1230.2659,1121.7109,0.6811313,1694.1503,1416.7069,0.30867103,1172.8291,1433.8712,0.3708509,1738.1426,1495.8416,0.036289543,1187.6888,1507.3575,0.056030124,1574.4935,1334.7822,0.040350378,1392.6053,1337.8113,0.055835962,1656.8297,1664.3132,0.032512605,1327.1024,1673.2408,0.037186623,1619.3755,1569.6116,0.008950383,1358.8226,1571.621,0.009931356,1539.5769,1657.3772,0.008630782,1421.2539,1669.0933,0.009436965
person_9_0.jpg,9,0,patient,0.83434606,0,647.6033,3809.0417,2160,3809.0417,1512.3967,1904.5209,1403.8016,2.5185466,1689.8094,1090.3033,0.9786619,1827.8622,1048.2971,0.96947736,1562.7927,1032.0308,0.94664705,2029.6698,1255.1632,0.8411429,1391.6047,1217.8374,0.66484046,2290.5334,1728.7067,0.9717443,1099.5392,1643.0131,0.9482956,2888.694,1793.5891,0.87051105,329.75735,1573.5776,0.7187458,3463.652,1827.6958,0.8039333,0,1395.3312,0.68132925,2121.121,2160,0.4884352,1401.6611,2160,0.395987,2299.9836,2125.5352,0.07662666,1368.6517,2016.4187,0.05395955,2404.674,2041.8304,0.023520231,1787.7415,1821.8046,0.01882255
person_10_0.jpg,10,0,patient,0.8802369,0,741.61694,3813.7847,2160,3813.7847,1418.383,1906.8923,1450.8085,2.6888256,1798.143,1219.1838,0.980688,1930.3024,1166.428,0.9692489,1675.134,1156.7816,0.9564899,2120.448,1347.0259,0.8163457,1503.3035,1317.6113,0.71470416,2333.4265,1825.8868,0.9659833,1224.3827,1730.02,0.9567771,2874.8552,1918.586,0.8424213,405.08603,1677.7168,0.7652327,3470.1707,1977.088,0.78292143,5.381698,1620.4385,0.7279743,2169.6033,2160,0.43917942,1506.9125,2160,0.39311838,2251.4102,2075.8677,0.06807873,1409.5526,2014.81,0.05641681,2387.6028,1968.9685,0.022349894,1798.873,1824.1089,0.01988241
person_0_0.jpg,0,0,caregiver,0.86846507,1900.31,325.5781,2529.7163,2084.3132,629.40625,1758.7351,2215.0132,1204.9457,0.3578744,2035.5261,507.4794,0.1412321,2034.043,468.11792,0.18463042,2048.7214,462.32147,0.029322863,2057.2864,470.75864,0.8037513,2225.516,447.1139,0.14296874,2077.212,649.1276,0.97748953,2358.1768,606.2997,0.918095,2023.9136,934.20496,0.9496366,2429.9229,872.7397,0.5862146,1974.2998,1171.8335,0.8376136,2339.7393,1107.7347,0.4278869,2261.3965,1171.9512,0.9886334,2442.5603,1154.4172,0.97696966,2326.399,1587.5752,0.97741866,2426.5347,1571.9778,0.9479228,2414.1794,1986.1888,0.94242525,2457.612,1945.1083,0.8966944
person_1_0.jpg,1,0,caregiver,0.86831605,2174.409,7.5656886,3453.185,1366.4456,1278.7761,1358.8799,2813.7969,687.0056,0.9410516,2630.933,6.99789,0.107822806,2642.8188,0,0.1533603,2640.5718,0,0.018234521,2782.0947,0,0.28286463,2695.6804,0,0.005667657,3121.2761,31.84078,0.7803775,2650.8474,46.28036,0.5714737,3229.5027,485.56912,0.9692796,2595.044,419.99814,0.7947121,2781.0095,768.8174,0.962157,2461.6936,662.3824,0.838522,3149.0251,927.16296,0.9488751,2820.836,921.5581,0.91805077,3130.8462,1506.4574,0.71190596,2671.228,1498.1453,0.5457537,3282.512,1844.0864,0.22529626,2778.1768,1816.4375,0.14592695
person_1_1.jpg,1,1,patient,0.79922855,1156.0223,1101.6298,2940.3179,1961.5488,1784.2955,859.91907,2048.1702,1531.5894,2.0749576,1542.7401,1238.9506,0.9509523,1543.4779,1169.2655,0.83526206,1451.9309,1221.4619,0.8764975,1594.5214,1222.8684,0.44401366,1348.0967,1341.447,0.7532054,1669.0541,1384.8174,0.98739177,1559.5654,1619.1259,0.98664844,2023.8638,1475.6643,0.93885034,1895.6848,1882.8062,0.9070228,2160.9683,1590.7451,0.9342968,2245.6062,1726.01,0.90674806,2498.2432,1596.8165,0.9760164,2395.9395,1762.9883,0.97680116,2504.974,1492.0417,0.94326425,2494.5632,1658.7155,0.9387151,2994.6091,1521.5723,0.9117006,3002.3926,1719.5964,0.9071939
person_2_0.jpg,2,0,patient,0.82242763,1740.9874,255.06064,3130.6936,1743.0789,1389.7062,1488.0182,2435.8406,999.06976,0.93393093,1898.7335,737.5396,0.8433629,1929.1394,652.8228,0.8980998,1884.275,673.3811,0.26915932,2110.3215,613.6878,0.93974316,2069.4324,642.20575,0.09692374,2393.9705,897.6404,0.9749565,2268.1653,892.63055,0.9137454,2281.5698,1528.3375,0.8784654,2077.8809,1490.9913,0.36924112,1957.1346,1573.3284,0.66212755,1991.6564,1508.805,0.25903362,2947.7063,1711.4181,0.6898881,2815.0613,1697.0485,0.5530555,2560.5554,2034.3854,0.15173063,2242.712,2016.6364,0.06670952,2697.8062,2160,0.039757937,2233.8274,2160,0.021186024
person_3_0.jpg,3,0,caregiver,0.8669149,1611.5952,421.8981,3163.2053,2040.8291,1551.6101,1618.931,2387.4004,1231.3636,0.95841646,1826.4706,938.26166,0.9048805,1870.412,838.90295,0.91789067,1780.8544,890.2354,0.6387919,2080.16,749.295,0.88546276,1829.294,865.48425,0.21100155,2561.8909,1018.8979,0.981622,1893.7313,1178.8472,0.8980429,2982.704,1608.4734,0.9512944,1945.9056,1778.8082,0.61871374,2819.4277,2028.1283,0.8902889,1873.3241,1981.925,0.54188436,2793.6948,1962.0249,0.7690801,2376.4817,1993.8275,0.5915516,2435.1262,2160,0.24922395,2035.6843,2113.1462,0.11652771,2788.4778,2160,0.062424988,2592.326,2002.3967,0.035700202
person_4_0.jpg,4,0,patient,0.8982397,948.371,770.74304,2716.804,2148.32,1768.433,1377.577,1832.5874,1459.5315,1.2837272,1665.6211,1012.04285,0.96747273,1762.3667,967.6132,0.95516586,1635.3052,960.57446,0.9006307,1950.1656,1079.4323,0.8517022,1613.3951,1055.1102,0.52088386,2186.8867,1463.8597,0.97736746,1406.513,1469.43,0.9458914,2568.8887,1800.8434,0.91441643,1096.1228,1861.4409,0.7460287,2482.092,1916.8057,0.86592126,1268.6909,2160,0.6878716,2033.3618,2160,0.63656,1532.865,2160,0.5151338,2088.3062,2077.3242,0.12904376,1451.7625,2060.854,0.082218975,2239.7368,2065.9016,0.038728952,1823.0999,1991.0544,0.028159797
person_4_1.jpg,4,1,caregiver,0.8852327,2456.756,433.05722,3801.6997,2129.2493,1344.9436,1696.192,3129.228,1281.1532,0.79291946,2746.4683,721.86237,0.9175259,2829.3835,670.5726,0.9320099,2751.664,665.6916,0.63929963,3044.0159,757.12256,0.89411426,2825.6135,734.45087,0.18694115,3320.9197,1167.7988,0.9809963,2741.6638,1159.9177,0.87329555,3319.9543,1741.6392,0.9584706,2520.9407,1690.9768,0.56957513,2783.274,1742.0616,0.91867137,2534.4446,1819.7355,0.55402184,3422.7346,2118.6226,0.7150615,2999.3545,2103.8108,0.485872,3287.2954,2160,0.16184714,2633.6016,2157.7036,0.062698424,3674.6843,2160,0.033019245,3007.2874,2134.066,0.016815335
person_5_0.jpg,5,0,patient,0.89343536,946.46545,759.2912,2721.9475,2150.054,1775.482,1390.7627,1834.2065,1454.6726,1.2766247,1689.9819,992.94305,0.97019696,1788.0096,950.762,0.9566879,1657.4044,937.30664,0.9110227,1962.8264,1067.8274,0.84685683,1624.1686,1029.4059,0.55152225,2183.7903,1460.8827,0.9777484,1409.9712,1453.87,0.9513609,2559.2334,1795.8287,0.91739076,1093.6401,1845.3982,0.77533734,2493.3838,1898.0648,0.87286377,1246.1304,2139.8066,0.7218129,2034.9169,2160,0.65512204,1528.459,2160,0.54663897,2115.3384,2106.8423,0.13330233,1408.4049,2087.504,0.088657856,2253.5977,2086.489,0.038762778,1713.5934,2016.8969,0.028942019
person_5_1.jpg,5,1,caregiver,0.87666595,2437.7195,445.28845,3821.2617,2134.9114,1383.5422,1689.6229,3129.4907,1290.0999,0.81884676,2692.414,744.12067,0.91924727,2780.131,684.19727,0.92951816,2689.6885,689.8435,0.63467616,3008.7864,759.7932,0.8908709,2752.887,757.21387,0.17632374,3267.2495,1172.9973,0.9813218,2719.941,1174.7987,0.8719568,3281.9346,1759.5762,0.9617641,2537.684,1681.9688,0.58282304,2742.4038,1768.8665,0.92785406,2479.371,1779.3011,0.5827066,3397.572,2137.057,0.72117287,2991.8179,2127.1855,0.4908799,3224.8792,2155.881,0.17538363,2633.9614,2144.7349,0.06758499,3679.4392,2160,0.038194,3091.5383,2116.8823,0.019424707
person_6_0.jpg,6,0,patient,0.8934616,772.72906,613.79443,2584.5623,2160,1811.8333,1546.2056,1678.6456,1386.8972,1.1717932,1554.7733,847.68146,0.97018933,1643.3505,805.637,0.95684,1537.5443,802.02515,0.88845426,1839.0118,923.18097,0.8562957,1547.1976,904.542,0.4773779,2108.1023,1314.8043,0.9835882,1368.4832,1284.7979,0.9585314,2425.512,1649.3911,0.94735813,987.4927,1586.1158,0.82828206,2346.6228,1787.546,0.91622925,931.1251,1921.7095,0.7869457,1906.2329,2121.5754,0.82067883,1399.1125,2087.902,0.73316556,1895.9987,2135.975,0.2906537,1079.0251,2101.5413,0.20386422,2048.721,2160,0.07403809,1180.7799,2160,0.057133526
person_6_1.jpg,6,1,caregiver,0.83114886,2254.5156,226.28653,3792.8887,2145.792,1538.373,1919.5055,3023.7021,1186.0393,0.8014424,2688.7864,571.0139,0.9360888,2785.9412,508.30762,0.9489691,2666.801,516.74786,0.63737863,2999.7905,589.68176,0.92659163,2697.3677,589.3981,0.16693103,3240.427,1024.0667,0.9903519,2706.3323,1023.3816,0.90193284,3170.7732,1625.0747,0.980036,2437.1099,1511.689,0.605193,2568.8018,1602.2551,0.9579784,2194.0247,1540.6901,0.6156157,3363.529,2009.5803,0.85353327,2992.2422,1978.8918,0.64443964,2717.3376,2050.8242,0.37169856,2322.4807,2038.5198,0.13622743,3085.9143,2160,0.09048033,2798.254,2132.151,0.04049042
person_7_0.jpg,7,0,patient,0.8997714,529.22925,503.90738,2367.0261,2157.249,1837.7969,1653.3417,1448.1277,1330.5782,1.1115651,1380.0613,736.515,0.97441596,1483.5682,702.20416,0.96277046,1360.4624,686.10986,0.90108955,1675.9576,837.99805,0.880972,1343.1547,792.496,0.49899402,1899.325,1266.9689,0.98919713,1119.891,1211.4637,0.9671005,2271.2444,1658.2482,0.96128273,726.95844,1594.7245,0.8322201,2124.1892,1672.2252,0.93585217,678.7003,1923.5011,0.7914429,1583.2787,2069.2053,0.88793576,1081.7261,2021.4019,0.81029725,1483.057,2160,0.43921903,821.26447,2135.8083,0.29833585,1564.3645,2160,0.13353387,1020.10876,2160,0.093542874
person_7_1.jpg,7,1,caregiver,0.8363205,1997.6586,132.75742,3595.7114,2133.6194,1598.0529,2000.8619,2796.685,1133.1884,0.7986822,2506.086,465.24396,0.9318855,2599.9539,409.47028,0.9387005,2499.302,401.34634,0.64952695,2831.4421,512.60394,0.9095222,2566.6821,479.577,0.19422588,3089.2502,979.15906,0.98873013,2561.5881,939.2214,0.92568505,2992.3096,1629.4203,0.9746454,2381.0142,1513.1011,0.7170105,2354.578,1569.0348,0.94635177,2250.1963,1441.3636,0.69428897,3152.6865,1998.7941,0.8897085,2739.279,1942.7831,0.7684852,2772.9563,2160,0.39909658,2112.2397,2137.8975,0.20066836,2996.347,2160,0.08824709,2289.97,2160,0.048232585
person_8_0.jpg,8,0,patient,0.87295294,1847.1124,837.5704,3486.9573,2140.9424,1639.8448,1303.3721,2667.035,1489.2563,1.2581556,2643.0522,1276.5856,0.97654414,2733.3052,1206.5524,0.97811294,2563.2712,1200.7157,0.97046554,2869.6387,1294.9816,0.80880415,2447.8955,1277.3982,0.719109,3124.5166,1796.4264,0.9478907,2183.569,1765.5085,0.95666313,3371.3015,2160,0.5623522,1944.7173,2160,0.59726936,3209.556,2160,0.39505643,2110.0962,2160,0.41012317,2942.231,2160,0.25634766,2323.27,2160,0.2761129,3040.319,2160,0.033131063,2128.67,2160,0.03448817,2877.6672,2160,0.021716446,2125.9307,2160,0.022603482
person_8_1.jpg,8,1,caregiver,0.74026024,1559.1855,0,2936.561,2024.5197,1377.3755,2024.5197,2247.8733,1012.2598,0.6803468,2409.0652,234.75996,0.9359506,2477.0476,161.80846,0.82564867,2339.419,162.59421,0.94916487,2568.1487,183.35918,0.27935666,2204.6956,172.91438,0.84654164,2681.2703,547.61053,0.9586126,1924.1852,534.578,0.9913126,2844.5796,1065.0785,0.7688844,1645.4976,1031.4921,0.9767865,2799.929,1040.6187,0.69136864,2094.7017,967.99866,0.9345727,2591.4731,1661.2188,0.8929024,2080.3823,1667.9745,0.95214057,2630.0312,2160,0.16275474,2022.2748,2160,0.31770635,2531.932,2160,0.024794817,2035.6741,2160,0.048460007
person_9_0.jpg,9,0,patient,0.85639673,1624.7982,888.0586,3477.8264,2134.3396,1853.0282,1246.281,2551.3123,1511.1991,1.4868462,2503.4705,1244.2203,0.97799677,2620.439,1187.0082,0.9849731,2461.1287,1157.4664,0.94997835,2821.2983,1299.407,0.9086691,2417.767,1229.6367,0.49809992,3081.3506,1787.7781,0.9730563,2140.5723,1706.2698,0.9398743,3379.6606,2160,0.7833826,1877.765,2137.1956,0.48773167,3287.4316,2077.5317,0.5833633,1935.4613,2160,0.33726215,2779.4128,2160,0.33140415,2141.0486,2160,0.24384314,3105.5989,2102.3152,0.034842312,2046.0104,2045.8472,0.022776455,3053.211,2160,0.018600166,1960.9713,2160,0.013309956
person_9_1.jpg,9,1,caregiver,0.741317,1681.3636,2.7079008,3262.19,1678.7349,1580.8263,1676.027,2471.7769,840.7214,0.9431986,2229.9504,311.57007,0.98517406,2286.54,209.46646,0.9709345,2128.1807,253.50287,0.9824757,2423.9463,151.18285,0.6445945,2015.7721,265.94604,0.8646027,2721.4612,441.49405,0.9886016,1890.5806,619.0386,0.99615407,3119.0342,882.8289,0.90276146,1788.1091,1161.521,0.97761536,2918.179,946.86304,0.83086014,2014.4725,1104.6864,0.93703204,2762.9656,1526.7878,0.92543447,2190.9475,1609.9456,0.95901006,2866.9192,2091.8696,0.19272348,2054.2324,2160,0.30609816,2845.0457,2160,0.03196588,2103.2305,2160,0.052529186
person_10_0.jpg,10,0,patient,0.87429434,1513.5609,832.3876,3376.0364,2130.7078,1862.4755,1298.3202,2444.7986,1481.5476,1.434527,2400.0115,1209.6157,0.97313184,2496.7732,1146.1555,0.9758271,2347.089,1136.7578,0.96282756,2681.7705,1237.1262,0.82633173,2296.9895,1214.1361,0.6659466,2964.382,1718.3983,0.945348,2033.5111,1668.0172,0.9540416,3213.1963,2160,0.53765583,1724.4076,2102.5684,0.63039774,3080.6746,2098.6558,0.34273893,1891.0751,2134.0232,0.41189498,2690.5667,2160,0.2260026,2048.6614,2160,0.25160939,2943.4546,2046.2024,0.024534762,1758.1853,1992.8057,0.028099954,2855.4094,2160,0.016589224,1628.6809,2160,0.018273115
person_10_1.jpg,10,1,caregiver,0.7704556,1898.6542,0,3213.8604,1627.3005,1315.2062,1627.3005,2556.2573,813.65027,0.8082135,2782.3164,101.822716,0.8061178,2862.3333,62.794643,0.6636776,2735.7378,15.504111,0.7635947,2916.0522,174.38803,0.31106257,2583.8494,39.1357,0.52755487,2968.0261,586.16815,0.9494331,2211.1558,373.95938,0.9628128,3066.6619,1117.9777,0.8372865,1989.6102,710.1553,0.88417757,2842.797,968.74176,0.74953866,2477.2705,490.85654,0.7933252,2707.6716,1478.7874,0.8751414,2166.061,1396.3606,0.8885937,2937.5,1731.0985,0.28021866,2116.3123,1648.7853,0.30811718,2863.8137,2160,0.08629346,2051.737,2097.6658,0.0957976
person_11_0.jpg,11,0,patient,0.8853228,341.69333,427.29398,2227.455,2134.8027,1885.7617,1707.5088,1284.5742,1281.0483,1.1043936,1558.9054,1024.6427,0.9791657,1684.8647,928.0097,0.95750535,1477.5292,910.6449,0.95893323,1885.5875,907.3142,0.75413644,1358.364,861.2051,0.7244839,2030.8165,1306.5651,0.9534488,1211.6404,1188.8854,0.97863144,1976.5826,1915.4167,0.7863419,759.8344,1656.3607,0.9078106,1654.8359,1984.905,0.7502017,572.5699,1877.4377,0.8568387,1768.8447,2160,0.5692783,1231.2527,2138.1255,0.66326356,1423.4463,2160,0.117616504,789.56354,2093.8584,0.15793523,1294.6143,2160,0.03360766,884.9586,2103.4675,0.04247567
